quarter_hour,spatial_location,traffic_volume
248,22,0.166907987
248,23,0.145133115
248,24,0.071732835
248,25,0.372886502
248,26,0.241574031
248,27,0.143956095
248,28,0.069374124
248,29,0.191728164
248,30,0.345315273
248,31,0.315282578
248,32,0.123353573
248,33,0.237636618
248,34,0.335021018
248,35,0.188836992
249,0,0.173446987
249,1,0.269234003
249,2,0.201676787
249,3,0.226739841
249,4,0.428542737
249,5,0.328257823
249,6,0.352769734
249,7,0.266487623
249,8,0.272863148
249,9,0.268907053
249,10,0.236767865
249,11,0.213825315
249,12,0.2393461
249,13,0.280401681
249,14,0.364754787
249,15,0.182106492
249,16,0.320649229
249,17,0.340723961
249,18,0.369780476
249,19,0.47993461
249,20,0.441312471
249,21,0.475927137
249,22,0.15693134
249,23,0.1373844
249,24,0.073825315
249,25,0.367473143
249,26,0.23222326
249,27,0.132984587
249,28,0.065025689
249,29,0.168327884
249,30,0.337772069
249,31,0.315931808
249,32,0.110168146
249,33,0.266300794
249,34,0.317860813
249,35,0.17085007
250,0,0.177431107
250,1,0.268808968
250,2,0.207561887
250,3,0.225964503
250,4,0.407108828
250,5,0.320056049
250,6,0.329420831
250,7,0.261475946
250,8,0.243078001
250,9,0.265072396
250,10,0.206282111
250,11,0.187234937
250,12,0.228981784
250,13,0.269901915
250,14,0.34372256
250,15,0.167300327
250,16,0.317963568
250,17,0.337276973
250,18,0.351130313
250,19,0.435922466
250,20,0.440541803
250,21,0.47882298
250,22,0.152115834
250,23,0.141457263
250,24,0.071004204
250,25,0.348141056
250,26,0.204030827
250,27,0.127856142
250,28,0.062905184
250,29,0.163881364
250,30,0.335189164
250,31,0.321377861
250,32,0.116464269
250,33,0.236127978
250,34,0.316777207
250,35,0.173035965
251,0,0.168935077
251,1,0.25594582
251,2,0.179364783
251,3,0.212344699
251,4,0.436753853
251,5,0.308281177
251,6,0.324278375
251,7,0.231396544
251,8,0.25489958
251,9,0.26581504
251,10,0.24156936
251,11,0.216707146
251,12,0.268453993
251,13,0.252475479
251,14,0.34359645
251,15,0.151018216
251,16,0.277814106
251,17,0.304306399
251,18,0.308141056
251,19,0.391340495
251,20,0.371858944
251,21,0.420803363
251,22,0.161261093
251,23,0.122526857
251,24,0.061588043
251,25,0.319789818
251,26,0.199079869
251,27,0.106767865
251,28,0.059196637
251,29,0.165446053
251,30,0.277080803
251,31,0.277370388
251,32,0.09431107
251,33,0.190896777
251,34,0.269341429
251,35,0.148804297
252,0,0.211508641
252,1,0.24183092
252,2,0.179364783
252,3,0.210635217
252,4,0.40633816
252,5,0.303414292
252,6,0.314553947
252,7,0.222933209
252,8,0.263843998
252,9,0.266791219
252,10,0.223778608
252,11,0.191237739
252,12,0.250042036
252,13,0.266184026
252,14,0.336254087
252,15,0.163461
252,16,0.270532461
252,17,0.305871088
252,18,0.306328818
252,19,0.383106025
252,20,0.375273237
252,21,0.413232135
252,22,0.137393741
252,23,0.120906119
252,24,0.063484353
252,25,0.318505371
252,26,0.207038767
252,27,0.10340028
252,28,0.061415227
252,29,0.164941616
252,30,0.278893041
252,31,0.270887436
252,32,0.088225128
252,33,0.191275105
252,34,0.272872489
252,35,0.16300794
253,0,0.170836058
253,1,0.226753853
253,2,0.179635684
253,3,0.21313405
253,4,0.355086408
253,5,0.297716021
253,6,0.306328818
253,7,0.218033629
253,8,0.266875292
253,9,0.268360579
253,10,0.211578702
253,11,0.179472209
253,12,0.222620271
253,13,0.252984587
253,14,0.318113031
253,15,0.148122373
253,16,0.266679122
253,17,0.302438113
253,18,0.306319477
253,19,0.38183092
253,20,0.37856142
253,21,0.405567492
253,22,0.137734703
253,23,0.119631014
253,24,0.058771602
253,25,0.312199907
253,26,0.182246614
253,27,0.081560019
253,28,0.052050444
253,29,0.271821579
253,30,0.271676787
253,31,0.247234937
253,32,0.083484353
253,33,0.190644559
253,34,0.26784213
253,35,0.160088744
254,0,0.166487623
254,1,0.219654367
254,2,0.177664643
254,3,0.217001401
254,4,0.326029893
254,5,0.282998599
254,6,0.295637553
254,7,0.217837459
254,8,0.243297525
254,9,0.235656235
254,10,0.195137786
254,11,0.171447922
254,12,0.206641756
254,13,0.242732368
254,14,0.291256422
254,15,0.147958898
254,16,0.27614666
254,17,0.290681924
254,18,0.291106959
254,19,0.38104624
254,20,0.361275105
254,21,0.402895843
254,22,0.13
254,23,0.121186362
254,24,0.061055582
254,25,0.291746847
254,26,0.176959365
254,27,0.077594582
254,28,0.067613265
254,29,0.145413358
254,30,0.251891639
254,31,0.166510976
254,32,0.074549276
254,33,0.185665577
254,34,0.220368986
254,35,0.149406819
255,0,0.141027557
255,1,0.216291453
255,2,0.151275105
255,3,0.196071929
255,4,0.367804764
255,5,0.275077067
255,6,0.282853807
255,7,0.239990659
255,8,0.205464736
255,9,0.20614666
255,10,0.184273704
255,11,0.165366651
255,12,0.202835124
255,13,0.221943017
255,14,0.246226063
255,15,0.1241149
255,16,0.242643624
255,17,0.282167212
255,18,0.272503503
255,19,0.359668379
255,20,0.340892106
255,21,0.399434844
255,22,0.124320411
255,23,0.096707146
255,24,0.051886969
255,25,0.25581971
255,26,0.172036432
255,27,0.094278375
255,28,0.049551611
255,29,0.143834657
255,30,0.254992994
255,31,0.226786548
255,32,0.069145259
255,33,0.178407286
255,34,0.235497431
255,35,0.146510976
256,0,0.136510976
256,1,0.211560019
256,2,0.158808968
256,3,0.200042036
256,4,0.341522653
256,5,0.26346567
256,6,0.2754227
256,7,0.199523587
256,8,0.211943017
256,9,0.201858944
256,10,0.17574965
256,11,0.168687529
256,12,0.193773937
256,13,0.215441383
256,14,0.239696404
256,15,0.116576366
256,16,0.242526857
256,17,0.264955628
256,18,0.271475946
256,19,0.348524054
256,20,0.318491359
256,21,0.362302662
256,22,0.10810369
256,23,0.090228865
256,24,0.04712284
256,25,0.244222326
256,26,0.168580103
256,27,0.091550677
256,28,0.050481084
256,29,0.142839794
256,30,0.232587576
256,31,0.234035497
256,32,0.061074264
256,33,0.159252686
256,34,0.232839794
256,35,0.141971042
257,0,0.121723494
257,1,0.207982251
257,2,0.149831854
257,3,0.186641756
257,4,0.308608127
257,5,0.240411023
257,6,0.265240542
257,7,0.197860813
257,8,0.19954227
257,9,0.203348902
257,10,0.171667445
257,11,0.145282578
257,12,0.177234937
257,13,0.203932742
257,14,0.222933209
257,15,0.10908454
257,16,0.234385801
257,17,0.258187763
257,18,0.259729099
257,19,0.331050911
257,20,0.291088277
257,21,0.362545539
257,22,0.102153199
257,23,0.08640355
257,24,0.04398412
257,25,0.223115367
257,26,0.145590845
257,27,0.10045773
257,28,0.046184026
257,29,0.132578234
257,30,0.228645493
257,31,0.222610929
257,32,0.059448856
257,33,0.148729566
257,34,0.224105558
257,35,0.139388136
258,0,0.133442317
258,1,0.194479215
258,2,0.146328818
258,3,0.178085007
258,4,0.278267165
258,5,0.238528725
258,6,0.262433442
258,7,0.184558617
258,8,0.201891639
258,9,0.188776273
258,10,0.162769734
258,11,0.140948155
258,12,0.184894909
258,13,0.20098085
258,14,0.22411957
258,15,0.121835591
258,16,0.21156936
258,17,0.244012144
258,18,0.246156002
258,19,0.296837926
258,20,0.27751518
258,21,0.348580103
258,22,0.098893041
258,23,0.08516114
258,24,0.039957964
258,25,0.222923867
258,26,0.156609061
258,27,0.091550677
258,28,0.042293321
258,29,0.121055582
258,30,0.223638487
258,31,0.202788417
258,32,0.060191499
258,33,0.143559085
258,34,0.200191499
258,35,0.121419897
259,0,0.082783746
259,1,0.171485287
259,2,0.113755255
259,3,0.141971042
259,4,0.251602055
259,5,0.200242877
259,6,0.231499299
259,7,0.157870154
259,8,0.171088277
259,9,0.164764129
259,10,0.146945353
259,11,0.129093881
259,12,0.156618403
259,13,0.166464269
259,14,0.171653433
259,15,0.084824848
259,16,0.193194769
259,17,0.214110229
259,18,0.208580103
259,19,0.270994862
259,20,0.244778141
259,21,0.299332088
259,22,0.068752919
259,23,0.06333022
259,24,0.026875292
259,25,0.180462401
259,26,0.129939281
259,27,0.092125175
259,28,0.035002335
259,29,0.086127978
259,30,0.175805698
259,31,0.168122373
259,32,0.039766464
259,33,0.114226997
259,34,0.168780943
259,35,0.082377394
260,0,0.08078468
260,1,0.163475012
260,2,0.100378328
260,3,0.150938814
260,4,0.233624475
260,5,0.190560486
260,6,0.223358244
260,7,0.14522653
260,8,0.172302662
260,9,0.154133582
260,10,0.134367118
260,11,0.125712284
260,12,0.153185427
260,13,0.162349369
260,14,0.170546474
260,15,0.078921065
260,16,0.187809435
260,17,0.213829986
260,18,0.207893508
260,19,0.266235404
260,20,0.253736572
260,21,0.321055582
260,22,0.067080803
260,23,0.059079869
260,24,0.026763195
260,25,0.169705745
260,26,0.100032695
260,27,0.062709014
260,28,0.032699673
260,29,0.081877627
260,30,0.166651098
260,31,0.158659505
260,32,0.036366184
260,33,0.114502569
260,34,0.158612798
260,35,0.080691266
261,0,0.066777207
261,1,0.157533863
261,2,0.085586175
261,3,0.138304531
261,4,0.224058851
261,5,0.190803363
261,6,0.193106025
261,7,0.14829986
261,8,0.158183092
261,9,0.155193835
261,10,0.128411957
261,11,0.109276039
261,12,0.138309201
261,13,0.144862214
261,14,0.164521252
261,15,0.081120972
261,16,0.18170014
261,17,0.208575432
261,18,0.207108828
261,19,0.253554414
261,20,0.251055582
261,21,0.272503503
261,22,0.068005605
261,23,0.058047641
261,24,0.025628211
261,25,0.159308734
261,26,0.08810369
261,27,0.066020551
261,28,0.032755722
261,29,0.071592714
261,30,0.158155068
261,31,0.142652966
261,32,0.037944886
261,33,0.100481084
261,34,0.157571228
261,35,0.079743111
262,0,0.058444652
262,1,0.138790285
262,2,0.08398412
262,3,0.12914993
262,4,0.218033629
262,5,0.172947221
262,6,0.191377861
262,7,0.139444185
262,8,0.148229799
262,9,0.146828585
262,10,0.127389071
262,11,0.088215787
262,12,0.137276973
262,13,0.145871088
262,14,0.155768333
262,15,0.085674918
262,16,0.175254554
262,17,0.206651098
262,18,0.208215787
262,19,0.253288183
262,20,0.24170014
262,21,0.271209715
262,22,0.067048108
262,23,0.058463335
262,24,0.022676319
262,25,0.156459598
262,26,0.084451191
262,27,0.06431574
262,28,0.032867819
262,29,0.068257823
262,30,0.156567025
262,31,0.14856142
262,32,0.03463802
262,33,0.089093881
262,34,0.148061653
262,35,0.070985521
263,0,0.05032695
263,1,0.096216721
263,2,0.067216254
263,3,0.086510976
263,4,0.173353573
263,5,0.128542737
263,6,0.141083606
263,7,0.098706212
263,8,0.110420364
263,9,0.109761794
263,10,0.094530593
263,11,0.086165343
263,12,0.102545539
263,13,0.11568893
263,14,0.116099953
263,15,0.063092013
263,16,0.138178421
263,17,0.15764596
263,18,0.156067258
263,19,0.209336759
263,20,0.184586642
263,21,0.226543671
263,22,0.053227464
263,23,0.041536665
263,24,0.018706212
263,25,0.113339561
263,26,0.055857076
263,27,0.041228398
263,28,0.015698272
263,29,0.057930873
263,30,0.111186362
263,31,0.0986922
263,32,0.019887903
263,33,0.072097151
263,34,0.098033629
263,35,0.060490425
264,0,0.047010743
264,1,0.088220458
264,2,0.059822513
264,3,0.080247548
264,4,0.161957029
264,5,0.123274171
264,6,0.137094816
264,7,0.091228398
264,8,0.102125175
264,9,0.09993461
264,10,0.088524054
264,11,0.082167212
264,12,0.096697805
264,13,0.11137319
264,14,0.115119103
264,15,0.059248015
264,16,0.136693134
264,17,0.151083606
264,18,0.146870621
264,19,0.18503036
264,20,0.173741242
264,21,0.221494629
264,22,0.050238206
264,23,0.040284914
264,24,0.01601588
264,25,0.107038767
264,26,0.052606259
264,27,0.040836058
264,28,0.014689397
264,29,0.053120037
264,30,0.094096217
264,31,0.100345633
264,32,0.018804297
264,33,0.067342363
264,34,0.100770668
264,35,0.051905652
265,0,0.041966371
265,1,0.070490425
265,2,0.052965904
265,3,0.070537132
265,4,0.144544605
265,5,0.11529192
265,6,0.132428772
265,7,0.087543204
265,8,0.096057917
265,9,0.091592714
265,10,0.085021018
265,11,0.072143858
265,12,0.089659038
265,13,0.100135451
265,14,0.10928071
265,15,0.052265297
265,16,0.115847735
265,17,0.133615133
265,18,0.132849136
265,19,0.164796824
265,20,0.165404017
265,21,0.19856142
265,22,0.038939748
265,23,0.062947221
265,24,0.014222326
265,25,0.096132648
265,26,0.053306866
265,27,0.044988323
265,28,0.014404484
265,29,0.042821112
265,30,0.100415694
265,31,0.0919617
265,32,0.017851471
265,33,0.059332088
265,34,0.094955628
265,35,0.044399813
266,0,0.042760392
266,1,0.064754787
266,2,0.046258758
266,3,0.065347968
266,4,0.129897244
266,5,0.105838393
266,6,0.11470808
266,7,0.083475012
266,8,0.08666511
266,9,0.086071929
266,10,0.079724428
266,11,0.064320411
266,12,0.08882298
266,13,0.088000934
266,14,0.093689865
266,15,0.046123307
266,16,0.104100887
266,17,0.128192433
266,18,0.12640822
266,19,0.167566558
266,20,0.154880897
266,21,0.181779542
266,22,0.036380196
266,23,0.028141056
266,24,0.014908921
266,25,0.092456796
266,26,0.040112097
266,27,0.045726296
266,28,0.016179355
266,29,0.044759458
266,30,0.091102289
266,31,0.085922466
266,32,0.013021952
266,33,0.060354974
266,34,0.087421766
266,35,0.044320411
267,0,0.035133115
267,1,0.053568426
267,2,0.037912191
267,3,0.051513312
267,4,0.112685661
267,5,0.085721625
267,6,0.087702008
267,7,0.053993461
267,8,0.08117702
267,9,0.080751985
267,10,0.066263428
267,11,0.063890705
267,12,0.083549743
267,13,0.083545072
267,14,0.089939281
267,15,0.042101822
267,16,0.099962634
267,17,0.11496964
267,18,0.114175619
267,19,0.138482018
267,20,0.139574965
267,21,0.163694535
267,22,0.033236805
267,23,0.028122373
267,24,0.009705745
267,25,0.090228865
267,26,0.036179355
267,27,0.112386735
267,28,0.018991126
267,29,0.040639888
267,30,0.085081738
267,31,0.084670715
267,32,0.008206446
267,33,0.048921065
267,34,0.076772536
267,35,0.039617001
268,0,0.030453059
268,1,0.041541336
268,2,0.037276973
268,3,0.051293788
268,4,0.086333489
268,5,0.075189164
268,6,0.083806632
268,7,0.050182158
268,8,0.080084073
268,9,0.067276973
268,10,0.064016815
268,11,0.06143858
268,12,0.06594582
268,13,0.083059318
268,14,0.083848669
268,15,0.041868286
268,16,0.089822513
268,17,0.102386735
268,18,0.097174218
268,19,0.131340495
268,20,0.130999533
268,21,0.150546474
268,22,0.029682391
268,23,0.027202242
268,24,0.010154134
268,25,0.077818776
268,26,0.035941149
268,27,0.061849603
268,28,0.017375058
268,29,0.043166745
268,30,0.0854227
268,31,0.066198038
268,32,0.009943951
268,33,0.042125175
268,34,0.072349369
268,35,0.043801962
269,0,0.029953293
269,1,0.039472209
269,2,0.031583372
269,3,0.046151331
269,4,0.082251284
269,5,0.054035497
269,6,0.064866885
269,7,0.046609061
269,8,0.063180757
269,9,0.06725362
269,10,0.068159738
269,11,0.058865016
269,12,0.065567492
269,13,0.058729566
269,14,0.082699673
269,15,0.041985054
269,16,0.082919197
269,17,0.089556282
269,18,0.08947688
269,19,0.114455862
269,20,0.116305465
269,21,0.139701074
269,22,0.025712284
269,23,0.024362447
269,24,0.010565156
269,25,0.070836058
269,26,0.033232135
269,27,0.061513312
269,28,0.016487623
269,29,0.045081738
269,30,0.06418496
269,31,0.058981784
269,32,0.009313405
269,33,0.039355441
269,34,0.058622139
269,35,0.043624475
270,0,0.028771602
270,1,0.036856609
270,2,0.031924334
270,3,0.039588977
270,4,0.06614666
270,5,0.04908454
270,6,0.055380663
270,7,0.038276506
270,8,0.069070528
270,9,0.058706212
270,10,0.059598319
270,11,0.060378328
270,12,0.060985521
270,13,0.068645493
270,14,0.07019617
270,15,0.038538066
270,16,0.078612798
270,17,0.08464269
270,18,0.081391873
270,19,0.101914993
270,20,0.101125642
270,21,0.120695936
270,22,0.024852872
270,23,0.021929005
270,24,0.009434844
270,25,0.063143391
270,26,0.027426436
270,27,0.068145726
270,28,0.016879963
270,29,0.03281177
270,30,0.060602522
270,31,0.04744979
270,32,0.005894442
270,33,0.036254087
270,34,0.048369921
270,35,0.036389538
271,0,0.031994395
271,1,0.031008874
271,2,0.031055582
271,3,0.040499766
271,4,0.052886502
271,5,0.050163475
271,6,0.051153667
271,7,0.035744979
271,8,0.078332555
271,9,0.089089211
271,10,0.076127978
271,11,0.075455395
271,12,0.083176086
271,13,0.076945353
271,14,0.090901448
271,15,0.036095283
271,16,0.08039234
271,17,0.086057917
271,18,0.08379262
271,19,0.103367585
271,20,0.100794021
271,21,0.118145726
271,22,0.02320411
271,23,0.02163475
271,24,0.011882298
271,25,0.065133115
271,26,0.020266231
271,27,0.044843531
271,28,0.020350304
271,29,0.043573097
271,30,0.049416161
271,31,0.043960766
271,32,0.004297057
271,33,0.03470808
271,34,0.057258291
271,35,0.045600187
272,0,0.033092013
272,1,0.030429706
272,2,0.029224661
272,3,0.031387202
272,4,0.046520318
272,5,0.046436245
272,6,0.048285848
272,7,0.032316674
272,8,0.083012611
272,9,0.086791219
272,10,0.076613732
272,11,0.075301261
272,12,0.082788417
272,13,0.07313872
272,14,0.082349369
272,15,0.038215787
272,16,0.071340495
272,17,0.084950957
272,18,0.078468006
272,19,0.102760392
272,20,0.097006072
272,21,0.124647361
272,22,0.023928071
272,23,0.022970574
272,24,0.00993461
272,25,0.067375058
272,26,0.018734236
272,27,0.042769734
272,28,0.098944418
272,29,0.041508641
272,30,0.044941616
272,31,0.03744979
272,32,0.003769267
272,33,0.031718823
272,34,0.043031294
272,35,0.043829986
273,0,0.03411957
273,1,0.032554881
273,2,0.030032695
273,3,0.033026623
273,4,0.047678655
273,5,0.043367585
273,6,0.046324148
273,7,0.027683326
273,8,0.081742177
273,9,0.087164876
273,10,0.079509575
273,11,0.06810369
273,12,0.083255488
273,13,0.072989257
273,14,0.079308734
273,15,0.035665577
273,16,0.066950023
273,17,0.07490425
273,18,0.069962634
273,19,0.088337226
273,20,0.086249416
273,21,0.109523587
273,22,0.023316207
273,23,0.022251284
273,24,0.010513779
273,25,0.067916861
273,26,0.019205979
273,27,0.055273237
273,28,0.062195236
273,29,0.036095283
273,30,0.038911723
273,31,0.036356843
273,32,0.004362447
273,33,0.02444185
273,34,0.043157403
273,35,0.037351705
274,0,0.042984587
274,1,0.03176553
274,2,0.031018216
274,3,0.033876693
274,4,0.042452125
274,5,0.03404951
274,6,0.043045306
274,7,0.028570761
274,8,0.079593648
274,9,0.080808034
274,10,0.078159738
274,11,0.059574965
274,12,0.084866885
274,13,0.074012144
274,14,0.078411957
274,15,0.034974311
274,16,0.069285381
274,17,0.068575432
274,18,0.068832321
274,19,0.083839327
274,20,0.078748248
274,21,0.098650163
274,22,0.02313872
274,23,0.019528258
274,24,0.009780476
274,25,0.059719757
274,26,0.020084073
274,27,0.04725362
274,28,0.04372723
274,29,0.033970107
274,30,0.038622139
274,31,0.031821579
274,32,0.002965904
274,33,0.021686128
274,34,0.036590378
274,35,0.035847735
275,0,0.047272303
275,1,0.035838393
275,2,0.040747314
275,3,0.038766931
275,4,0.046263428
275,5,0.034666044
275,6,0.041050911
275,7,0.030004671
275,8,0.106772536
275,9,0.104404484
275,10,0.07928071
275,11,0.07268099
275,12,0.104329752
275,13,0.115908454
275,14,0.094759458
275,15,0.037926203
275,16,0.067692667
275,17,0.074418496
275,18,0.072489491
275,19,0.089897244
275,20,0.085973844
275,21,0.118510042
275,22,0.025969173
275,23,0.028696871
275,24,0.007720691
275,25,0.079771135
275,26,0.020014012
275,27,0.047150864
275,28,0.018836992
275,29,0.058094348
275,30,0.038855675
275,31,0.04071929
275,32,0.003582438
275,33,0.030639888
275,34,0.038075666
275,35,0.054455862
276,0,0.051092947
276,1,0.040999533
276,2,0.03555815
276,3,0.030476413
276,4,0.03692667
276,5,0.034329752
276,6,0.036702475
276,7,0.030593181
276,8,0.120140121
276,9,0.103797291
276,10,0.078949089
276,11,0.07268099
276,12,0.104128912
276,13,0.103503036
276,14,0.115511443
276,15,0.0358851
276,16,0.069009809
276,17,0.076609061
276,18,0.069710416
276,19,0.092316674
276,20,0.094283045
276,21,0.114390472
276,22,0.026753853
276,23,0.028383933
276,24,0.00954227
276,25,0.082475479
276,26,0.03039234
276,27,0.048388603
276,28,0.01921532
276,29,0.058818309
276,30,0.043456329
276,31,0.033619804
276,32,0.002872489
276,33,0.025646894
276,34,0.031172349
276,35,0.055712284
277,0,0.050966838
277,1,0.039042504
277,2,0.036263428
277,3,0.031261093
277,4,0.036632415
277,5,0.034170948
277,6,0.034530593
277,7,0.032853807
277,8,0.120359645
277,9,0.090910789
277,10,0.079841196
277,11,0.07653433
277,12,0.1054227
277,13,0.107477814
277,14,0.110901448
277,15,0.037010743
277,16,0.062433442
277,17,0.074035497
277,18,0.069635684
277,19,0.092274638
277,20,0.079350771
277,21,0.10313872
277,22,0.032251284
277,23,0.029089211
277,24,0.010144792
277,25,0.078860346
277,26,0.029420831
277,27,0.04712284
277,28,0.018687529
277,29,0.059574965
277,30,0.038388603
277,31,0.032073797
277,32,0.002475479
277,33,0.025011677
277,34,0.030962167
277,35,0.054474545
278,0,0.050901448
278,1,0.045534797
278,2,0.036856609
278,3,0.040481084
278,4,0.040994862
278,5,0.030686595
278,6,0.035660906
278,7,0.029397478
278,8,0.099556282
278,9,0.109229332
278,10,0.077716021
278,11,0.078827651
278,12,0.09137319
278,13,0.106034563
278,14,0.113129379
278,15,0.031714152
278,16,0.060214853
278,17,0.068042971
278,18,0.06483886
278,19,0.074110229
278,20,0.073110696
278,21,0.099621672
278,22,0.02947688
278,23,0.029089211
278,24,0.010569827
278,25,0.085310603
278,26,0.029715086
278,27,0.048080336
278,28,0.018687529
278,29,0.056431574
278,30,0.034072863
278,31,0.031854274
278,32,0.003498365
278,33,0.024516581
278,34,0.030644559
278,35,0.059140589
279,0,0.068099019
279,1,0.077304998
279,2,0.058327884
279,3,0.064208314
279,4,0.052269967
279,5,0.056240075
279,6,0.052769734
279,7,0.051770201
279,8,0.180004671
279,9,0.167547875
279,10,0.158458664
279,11,0.153713218
279,12,0.172807099
279,13,0.176837926
279,14,0.174399813
279,15,0.057781411
279,16,0.079836525
279,17,0.090780009
279,18,0.083143391
279,19,0.110485754
279,20,0.0952312
279,21,0.135436712
279,22,0.047052779
279,23,0.041405885
279,24,0.012825782
279,25,0.097300327
279,26,0.054666044
279,27,0.074427837
279,28,0.054750117
279,29,0.112648295
279,30,0.050737973
279,31,0.053222793
279,32,0.004255021
279,33,0.033573097
279,34,0.053900047
279,35,0.127421766
280,0,0.093078001
280,1,0.094983652
280,2,0.058748248
280,3,0.06967305
280,4,0.052839794
280,5,0.061770201
280,6,0.058860346
280,7,0.051471275
280,8,0.239075199
280,9,0.202372723
280,10,0.170331621
280,11,0.167977581
280,12,0.201714152
280,13,0.227300327
280,14,0.196893975
280,15,0.056641756
280,16,0.075119103
280,17,0.087136852
280,18,0.080186829
280,19,0.102111163
280,20,0.088183092
280,21,0.12875759
280,22,0.049612331
280,23,0.042368052
280,24,0.012662307
280,25,0.105133115
280,26,0.0558851
280,27,0.06973844
280,28,0.061340495
280,29,0.126548342
280,30,0.054357777
280,31,0.051345166
280,32,0.004147595
280,33,0.037230266
280,34,0.051513312
280,35,0.139873891
281,0,0.119234003
281,1,0.129757123
281,2,0.060896777
281,3,0.088085007
281,4,0.049266698
281,5,0.060836058
281,6,0.058388603
281,7,0.051167679
281,8,0.364684727
281,9,0.299971976
281,10,0.20980383
281,11,0.189621672
281,12,0.253549743
281,13,0.344525922
281,14,0.226637085
281,15,0.055586175
281,16,0.073423634
281,17,0.086954694
281,18,0.079855208
281,19,0.098724895
281,20,0.087071462
281,21,0.128337226
281,22,0.056118636
281,23,0.046632415
281,24,0.01510042
281,25,0.124684727
281,26,0.082269967
281,27,0.070191499
281,28,0.068682858
281,29,0.160934143
281,30,0.056987389
281,31,0.051952359
281,32,0.004362447
281,33,0.035338627
281,34,0.053811303
281,35,0.245665577
282,0,0.217365717
282,1,0.204124241
282,2,0.058879028
282,3,0.115768333
282,4,0.049154601
282,5,0.063176086
282,6,0.056398879
282,7,0.06183092
282,8,0.452134517
282,9,0.442120504
282,10,0.354810836
282,11,0.2519617
282,12,0.418108361
282,13,0.436216721
282,14,0.382190565
282,15,0.057795423
282,16,0.072797758
282,17,0.087230266
282,18,0.079925269
282,19,0.09928071
282,20,0.088183092
282,21,0.127617936
282,22,0.060593181
282,23,0.055137786
282,24,0.019500234
282,25,0.117930873
282,26,0.129523587
282,27,0.076048575
282,28,0.106025222
282,29,0.323741242
282,30,0.057141523
282,31,0.051345166
282,32,0.004759458
282,33,0.037361046
282,34,0.049453526
282,35,0.350551144
283,0,0.26941149
283,1,0.269285381
283,2,0.166020551
283,3,0.173890705
283,4,0.148678188
283,5,0.092741709
283,6,0.096842597
283,7,0.110644559
283,8,0.560537132
283,9,0.549883232
283,10,0.455277908
283,11,0.427459131
283,12,0.517029426
283,13,0.545763662
283,14,0.490836058
283,15,0.1106539
283,16,0.115170481
283,17,0.117234937
283,18,0.113278842
283,19,0.156099953
283,20,0.155198505
283,21,0.188089678
283,22,0.104740775
283,23,0.089878561
283,24,0.036170014
283,25,0.226370855
283,26,0.178925736
283,27,0.280574498
283,28,0.182853807
283,29,0.41581971
283,30,0.092886502
283,31,0.097304998
283,32,0.016001868
283,33,0.057389071
283,34,0.100770668
283,35,0.456454928
284,0,0.292872489
284,1,0.312522186
284,2,0.203946754
284,3,0.22228865
284,4,0.14333489
284,5,0.088827651
284,6,0.09856142
284,7,0.124974311
284,8,0.693713218
284,9,0.693236805
284,10,0.56071929
284,11,0.514913592
284,12,0.659719757
284,13,0.677258291
284,14,0.588439981
284,15,0.106431574
284,16,0.113320878
284,17,0.117234937
284,18,0.101457263
284,19,0.153040635
284,20,0.147020084
284,21,0.191050911
284,22,0.124750117
284,23,0.107431107
284,24,0.04319944
284,25,0.273521719
284,26,0.23823447
284,27,0.248589444
284,28,0.285805698
284,29,0.679715086
284,30,0.120723961
284,31,0.095259225
284,32,0.016959365
284,33,0.061106959
284,34,0.105894442
284,35,0.688547408
285,0,0.422087809
285,1,0.458547408
285,2,0.265674918
285,3,0.30215787
285,4,0.16640822
285,5,0.085133115
285,6,0.128019617
285,7,0.176165343
285,8,0.698463335
285,9,0.802508174
285,10,0.694796824
285,11,0.576398879
285,12,0.70444652
285,13,0.71522653
285,14,0.745642223
285,15,0.122377394
285,16,0.102699673
285,17,0.12620738
285,18,0.119817842
285,19,0.155432041
285,20,0.14300327
285,21,0.202872489
285,22,0.158099019
285,23,0.145651565
285,24,0.0732695
285,25,0.349224661
285,26,0.320182158
285,27,0.249425502
285,28,0.318257823
285,29,0.870555815
285,30,0.116296123
285,31,0.094890238
285,32,0.016959365
285,33,0.070681924
285,34,0.112844465
285,35,0.882382064
286,0,0.46170014
286,1,0.472839794
286,2,0.317468473
286,3,0.399378795
286,4,0.167739374
286,5,0.13418496
286,6,0.179696404
286,7,0.223120037
286,8,0.773573097
286,9,0.838085007
286,10,0.712895843
286,11,0.649224661
286,12,0.738295189
286,13,0.79588043
286,14,0.785324615
286,15,0.200116768
286,16,0.119107894
286,17,0.140004671
286,18,0.117001401
286,19,0.168654834
286,20,0.154936945
286,21,0.197496497
286,22,0.21176553
286,23,0.18693134
286,24,0.105959832
286,25,0.478556749
286,26,0.306879963
286,27,0.472905184
286,28,0.303021952
286,29,0.796258758
286,30,0.153862681
286,31,0.140602522
286,32,0.018066324
286,33,0.112386735
286,34,0.174684727
286,35,0.815992527
287,0,0.454712751
287,1,0.607267632
287,2,0.36973844
287,3,0.382410089
287,4,0.240205511
287,5,0.191971042
287,6,0.22124241
287,7,0.264647361
287,8,0.623339561
287,9,0.788033629
287,10,0.684255021
287,11,0.505931808
287,12,0.686805231
287,13,0.66450724
287,14,0.752083139
287,15,0.232003737
